id,text,original_label,label,question,A,B,C,D,E,F
1455,Ex-teacher guilty in nude-pictures scheme,"['17', '68', '15', '0', '15', '30']","[0.11724137931034483, 0.4689655172413793, 0.10344827586206896, 0.0, 0.10344827586206896, 0.20689655172413793]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1336,"Napping is good for your heart, study finds","['0', '0', '0', '51', '0', '42']","[0.0, 0.0, 0.0, 0.5483870967741935, 0.0, 0.45161290322580644]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
771,"Personal health: for teenagers, the car is the danger zone","['0', '2', '47', '0', '21', '27']","[0.0, 0.020618556701030927, 0.4845360824742268, 0.0, 0.21649484536082475, 0.27835051546391754]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1069,US helicopter crash kills 8 troops in Afghanistan,"['15', '15', '32', '0', '91', '2']","[0.0967741935483871, 0.0967741935483871, 0.2064516129032258, 0.0, 0.5870967741935483, 0.012903225806451613]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
941,"In Egypt, Rice speaks softly","['0', '0', '10', '11', '0', '9']","[0.0, 0.0, 0.3333333333333333, 0.36666666666666664, 0.0, 0.3]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1460,'Made in China' irks some Burberry shoppers,"['30', '22', '0', '0', '10', '19']","[0.37037037037037035, 0.2716049382716049, 0.0, 0.0, 0.12345679012345678, 0.2345679012345679]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1352,"Guinea capital largely calm under curfew, marital law","['0', '0', '40', '21', '9', '20']","[0.0, 0.0, 0.4444444444444444, 0.23333333333333334, 0.1, 0.2222222222222222]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1133,Oracle World opens with Dell unveiling AMD-powered computers,"['0', '0', '0', '56', '0', '22']","[0.0, 0.0, 0.0, 0.717948717948718, 0.0, 0.28205128205128205]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
649,Matt shines with his Alpine finish,"['0', '0', '0', '72', '0', '3']","[0.0, 0.0, 0.0, 0.96, 0.0, 0.04]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1310,HPV vaccination stirs heated debate in America,"['30', '0', '20', '6', '10', '38']","[0.28846153846153844, 0.0, 0.19230769230769232, 0.057692307692307696, 0.09615384615384616, 0.36538461538461536]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1497,Baby born on turnpike after dad misses exit,"['0', '0', '11', '34', '13', '57']","[0.0, 0.0, 0.09565217391304348, 0.2956521739130435, 0.11304347826086956, 0.4956521739130435]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
594,Outcry at N Korea 'nuclear test',"['37', '2', '56', '0', '11', '6']","[0.33035714285714285, 0.017857142857142856, 0.5, 0.0, 0.09821428571428571, 0.05357142857142857]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1093,Thousands tested after Russian H5N1 outbreak,"['0', '0', '61', '23', '26', '5']","[0.0, 0.0, 0.5304347826086957, 0.2, 0.22608695652173913, 0.043478260869565216]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
542,Federer handed tough Aussie draw,"['0', '0', '0', '4', '8', '4']","[0.0, 0.0, 0.0, 0.25, 0.5, 0.25]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
904,"Nipple covers, other star secrets","['7', '29', '0', '2', '0', '21']","[0.11864406779661017, 0.4915254237288136, 0.0, 0.03389830508474576, 0.0, 0.3559322033898305]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
894,Donald and Goydos share Sony lead,"['0', '0', '0', '32', '0', '5']","[0.0, 0.0, 0.0, 0.8648648648648649, 0.0, 0.13513513513513514]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1160,Storm leaves behind major travel troubles,"['7', '0', '33', '0', '53', '6']","[0.0707070707070707, 0.0, 0.3333333333333333, 0.0, 0.5353535353535354, 0.06060606060606061]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1119,Some cocoa may improve brain blood flow,"['0', '0', '0', '71', '0', '41']","[0.0, 0.0, 0.0, 0.6339285714285714, 0.0, 0.36607142857142855]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
844,Boy Scouts blamed for starting wildfire,"['30', '7', '40', '0', '17', '18']","[0.26785714285714285, 0.0625, 0.35714285714285715, 0.0, 0.15178571428571427, 0.16071428571428573]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1312,Whistle-blowing Web site exposed,"['0', '0', '7', '22', '7', '37']","[0.0, 0.0, 0.0958904109589041, 0.3013698630136986, 0.0958904109589041, 0.5068493150684932]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1461,Stonehenge workers' village found,"['0', '0', '0', '17', '0', '55']","[0.0, 0.0, 0.0, 0.2361111111111111, 0.0, 0.7638888888888888]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
640,Firms on alert for letter bombs,"['17', '9', '71', '0', '16', '16']","[0.13178294573643412, 0.06976744186046512, 0.5503875968992248, 0.0, 0.12403100775193798, 0.12403100775193798]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
928,Nokia 5300 Xpress Music,"['0', '0', '0', '22', '0', '5']","[0.0, 0.0, 0.0, 0.8148148148148148, 0.0, 0.18518518518518517]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1105,Health returns as hot issue in '08 race,"['0', '2', '8', '39', '3', '15']","[0.0, 0.029850746268656716, 0.11940298507462686, 0.582089552238806, 0.04477611940298507, 0.22388059701492538]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
940,The amounts you have to pay for a bomb scare,"['15', '24', '75', '0', '22', '6']","[0.1056338028169014, 0.16901408450704225, 0.528169014084507, 0.0, 0.15492957746478872, 0.04225352112676056]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
534,"""Stomp the Yard"" has winning moves in its weekend debut","['0', '0', '0', '68', '0', '13']","[0.0, 0.0, 0.0, 0.8395061728395061, 0.0, 0.16049382716049382]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1129,Enron boss gets 24-year sentence,"['18', '18', '5', '14', '35', '17']","[0.16822429906542055, 0.16822429906542055, 0.04672897196261682, 0.1308411214953271, 0.32710280373831774, 0.1588785046728972]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
739,Video games can improve your vision,"['0', '0', '1', '42', '0', '51']","[0.0, 0.0, 0.010638297872340425, 0.44680851063829785, 0.0, 0.5425531914893617]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1395,Outdated baby food found on shelves,"['9', '37', '14', '0', '33', '21']","[0.07894736842105263, 0.32456140350877194, 0.12280701754385964, 0.0, 0.2894736842105263, 0.18421052631578946]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
689,Terror network,"['9', '0', '87', '0', '17', '0']","[0.07964601769911504, 0.0, 0.7699115044247787, 0.0, 0.1504424778761062, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
585,Bathing mom awakes to find baby dead,"['2', '0', '32', '0', '93', '46']","[0.011560693641618497, 0.0, 0.18497109826589594, 0.0, 0.5375722543352601, 0.2658959537572254]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
699,SPACE.com: Black hole triplets spotted,"['0', '0', '5', '4', '0', '62']","[0.0, 0.0, 0.07042253521126761, 0.056338028169014086, 0.0, 0.8732394366197183]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1140,This week in auto racing October 27 - October 29,"['0', '0', '0', '2', '0', '1']","[0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
998,Mass Venezuela opposition rally,"['27', '0', '15', '14', '3', '16']","[0.36, 0.0, 0.2, 0.18666666666666668, 0.04, 0.21333333333333335]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1421,Shoplifters' choice: Police or T-shirt of shame,"['17', '21', '8', '11', '11', '32']","[0.17, 0.21, 0.08, 0.11, 0.11, 0.32]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
587,"More sleep, healthier slimmer children ","['0', '0', '0', '47', '0', '56']","[0.0, 0.0, 0.0, 0.4563106796116505, 0.0, 0.5436893203883495]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
546,Essay: about that mean streak of yours: psychiatry can do only so much,"['8', '0', '6', '10', '20', '17']","[0.13114754098360656, 0.0, 0.09836065573770492, 0.16393442622950818, 0.32786885245901637, 0.2786885245901639]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
607,New gadgets galore at tech show,"['0', '0', '0', '43', '0', '27']","[0.0, 0.0, 0.0, 0.6142857142857143, 0.0, 0.38571428571428573]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
612,Federer overcomes a ragged start,"['0', '0', '0', '47', '2', '5']","[0.0, 0.0, 0.0, 0.8703703703703703, 0.037037037037037035, 0.09259259259259259]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1308,Rupert Murdoch's secret TiVo,"['0', '0', '3', '3', '0', '23']","[0.0, 0.0, 0.10344827586206896, 0.10344827586206896, 0.0, 0.7931034482758621]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
728,Martins leads Newcastle fightback,"['4', '0', '0', '29', '1', '6']","[0.1, 0.0, 0.0, 0.725, 0.025, 0.15]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
566,'Stomp' steps to No. 1 at box office,"['0', '0', '0', '60', '0', '19']","[0.0, 0.0, 0.0, 0.759493670886076, 0.0, 0.24050632911392406]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1378,Samba school leader killed before Rio carnival,"['13', '0', '34', '4', '83', '25']","[0.08176100628930817, 0.0, 0.2138364779874214, 0.025157232704402517, 0.5220125786163522, 0.15723270440251572]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1459,Ex-Border Patrol agent beaten in prison,"['24', '9', '14', '0', '61', '25']","[0.18045112781954886, 0.06766917293233082, 0.10526315789473684, 0.0, 0.45864661654135336, 0.18796992481203006]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1213,Yahoo's mission quest,"['0', '0', '0', '13', '0', '10']","[0.0, 0.0, 0.0, 0.5652173913043478, 0.0, 0.43478260869565216]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1061,Afghan forces retake town that was overrun by Taliban,"['16', '7', '37', '44', '14', '18']","[0.11764705882352941, 0.051470588235294115, 0.27205882352941174, 0.3235294117647059, 0.10294117647058823, 0.1323529411764706]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
577,Merck: Gardasil may fight more strains,"['9', '0', '19', '21', '14', '16']","[0.11392405063291139, 0.0, 0.24050632911392406, 0.26582278481012656, 0.17721518987341772, 0.20253164556962025]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1210,King and queen reign at British film awards,"['0', '0', '0', '53', '0', '23']","[0.0, 0.0, 0.0, 0.6973684210526315, 0.0, 0.3026315789473684]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1491,'House of Cards' actor Ian Richardson dead,"['0', '0', '7', '0', '81', '7']","[0.0, 0.0, 0.07368421052631578, 0.0, 0.8526315789473684, 0.07368421052631578]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
991,"Russia plans new ICBMs, nuclear subs","['18', '0', '61', '0', '21', '15']","[0.1565217391304348, 0.0, 0.5304347826086957, 0.0, 0.1826086956521739, 0.13043478260869565]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1269,Work starts on Arctic seed vault,"['0', '0', '1', '45', '0', '21']","[0.0, 0.0, 0.014925373134328358, 0.6716417910447762, 0.0, 0.31343283582089554]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
513,"Ozzy, a Hero for the hard-rocking masses","['0', '0', '0', '37', '0', '4']","[0.0, 0.0, 0.0, 0.9024390243902439, 0.0, 0.0975609756097561]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
950,North Korea ready to discuss nuke disarmament,"['5', '0', '21', '42', '6', '17']","[0.054945054945054944, 0.0, 0.23076923076923078, 0.46153846153846156, 0.06593406593406594, 0.18681318681318682]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
565,"Iraq car bombings kill 22 People, wound more than 60","['32', '27', '84', '0', '95', '20']","[0.12403100775193798, 0.10465116279069768, 0.32558139534883723, 0.0, 0.3682170542635659, 0.07751937984496124]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1325,Rwanda mulling 3-kid limit for families,"['0', '0', '5', '36', '13', '32']","[0.0, 0.0, 0.05813953488372093, 0.4186046511627907, 0.1511627906976744, 0.37209302325581395]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1309,"UPDATE 1-Plane crashes at Moscow airport, no passengers","['3', '0', '42', '16', '50', '29']","[0.02142857142857143, 0.0, 0.3, 0.11428571428571428, 0.35714285714285715, 0.20714285714285716]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
726,Psych checks reviewed after astronaut's crack-up,"['2', '0', '17', '2', '44', '31']","[0.020833333333333332, 0.0, 0.17708333333333334, 0.020833333333333332, 0.4583333333333333, 0.3229166666666667]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
628,Joseph Wambaugh's new start,"['0', '0', '0', '33', '0', '1']","[0.0, 0.0, 0.0, 0.9705882352941176, 0.0, 0.029411764705882353]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1167,Fortune: India the Superpower? Think again,"['0', '2', '12', '22', '8', '46']","[0.0, 0.022222222222222223, 0.13333333333333333, 0.24444444444444444, 0.08888888888888889, 0.5111111111111111]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1388,Jump reported in accidental drug-overdose deaths,"['3', '0', '21', '0', '77', '23']","[0.024193548387096774, 0.0, 0.1693548387096774, 0.0, 0.6209677419354839, 0.18548387096774194]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
668,Libby prosecutors await judge's rulings,"['0', '0', '16', '0', '19', '1']","[0.0, 0.0, 0.4444444444444444, 0.0, 0.5277777777777778, 0.027777777777777776]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
605,"Iraqi death toll exceeded 34,000 in 2006, United Nations says","['27', '17', '33', '0', '96', '22']","[0.13846153846153847, 0.08717948717948718, 0.16923076923076924, 0.0, 0.49230769230769234, 0.11282051282051282]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
563,Panel issues bleak report on climate change,"['20', '15', '48', '0', '45', '0']","[0.15625, 0.1171875, 0.375, 0.0, 0.3515625, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1280,Ryan O'Neal injured son's girlfriend,"['32', '1', '11', '0', '51', '32']","[0.25196850393700787, 0.007874015748031496, 0.08661417322834646, 0.0, 0.4015748031496063, 0.25196850393700787]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1396,Tow truck drivers accused of stealing cars,"['17', '28', '13', '0', '17', '11']","[0.19767441860465115, 0.32558139534883723, 0.1511627906976744, 0.0, 0.19767441860465115, 0.12790697674418605]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1087,Cooked chicken breasts join tainted-food recalls,"['16', '4', '44', '30', '13', '21']","[0.125, 0.03125, 0.34375, 0.234375, 0.1015625, 0.1640625]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
925,Observatory: poison begets poison,"['10', '9', '27', '0', '26', '17']","[0.11235955056179775, 0.10112359550561797, 0.30337078651685395, 0.0, 0.29213483146067415, 0.19101123595505617]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1351,Study: On-the-job naps might help heart,"['0', '0', '2', '44', '0', '40']","[0.0, 0.0, 0.023255813953488372, 0.5116279069767442, 0.0, 0.46511627906976744]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1193,Scam lures victims with free puppy offer,"['14', '22', '11', '3', '20', '33']","[0.13592233009708737, 0.21359223300970873, 0.10679611650485436, 0.02912621359223301, 0.1941747572815534, 0.32038834951456313]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1255,Vista's hyped security will be tested,"['0', '0', '8', '9', '0', '1']","[0.0, 0.0, 0.4444444444444444, 0.5, 0.0, 0.05555555555555555]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
817,EarthLink CEO dies at age 49,"['0', '0', '13', '0', '88', '17']","[0.0, 0.0, 0.11016949152542373, 0.0, 0.7457627118644068, 0.1440677966101695]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1106,Small-business owners find Bush health plan appealing,"['0', '0', '0', '58', '0', '14']","[0.0, 0.0, 0.0, 0.8055555555555556, 0.0, 0.19444444444444445]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1358,"Radical cleric al-Sadr in Iran, U.S. insists","['14', '12', '35', '0', '18', '24']","[0.13592233009708737, 0.11650485436893204, 0.33980582524271846, 0.0, 0.17475728155339806, 0.23300970873786409]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
807,Stinky but true: men's sweat is made for love,"['0', '18', '2', '22', '0', '57']","[0.0, 0.18181818181818182, 0.020202020202020204, 0.2222222222222222, 0.0, 0.5757575757575758]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
652,Life in Gaza steadily worsens,"['17', '13', '53', '0', '70', '0']","[0.1111111111111111, 0.08496732026143791, 0.3464052287581699, 0.0, 0.45751633986928103, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1375,Record-shattering day on Wall St.,"['0', '0', '0', '52', '0', '29']","[0.0, 0.0, 0.0, 0.6419753086419753, 0.0, 0.35802469135802467]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1298,Mother: Lohan is doing 'great' in rehab,"['2', '0', '10', '47', '17', '19']","[0.021052631578947368, 0.0, 0.10526315789473684, 0.49473684210526314, 0.17894736842105263, 0.2]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1449,Japanese whaler afire in Antarctic,"['8', '7', '13', '0', '40', '8']","[0.10526315789473684, 0.09210526315789473, 0.17105263157894737, 0.0, 0.5263157894736842, 0.10526315789473684]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
944,EarthLink CEO dies at age 49,"['0', '0', '15', '0', '87', '38']","[0.0, 0.0, 0.10714285714285714, 0.0, 0.6214285714285714, 0.2714285714285714]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
621,Investigation of child porn site hits 77 nations,"['54', '73', '8', '4', '39', '17']","[0.27692307692307694, 0.37435897435897436, 0.041025641025641026, 0.020512820512820513, 0.2, 0.08717948717948718]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1316,Anna Nicole Smith fans mourn in cyberspace,"['3', '0', '0', '0', '70', '7']","[0.0375, 0.0, 0.0, 0.0, 0.875, 0.0875]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1153,'Jackass' star marries childhood friend The secrets people reveal,"['0', '0', '0', '52', '0', '29']","[0.0, 0.0, 0.0, 0.6419753086419753, 0.0, 0.35802469135802467]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
860,Machinery orders drive Asia upward,"['0', '0', '0', '52', '0', '15']","[0.0, 0.0, 0.0, 0.7761194029850746, 0.0, 0.22388059701492538]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1347,Davydenko out as seeds scattered,"['0', '0', '2', '8', '16', '19']","[0.0, 0.0, 0.044444444444444446, 0.17777777777777778, 0.35555555555555557, 0.4222222222222222]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1208,Air France KLM profit rises,"['0', '0', '0', '59', '0', '15']","[0.0, 0.0, 0.0, 0.7972972972972973, 0.0, 0.20270270270270271]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1484,"Marijuana helps ease HIV nerve pain, study says","['0', '0', '9', '33', '12', '67']","[0.0, 0.0, 0.0743801652892562, 0.2727272727272727, 0.09917355371900827, 0.5537190082644629]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1338,Students use IM-lingo in essays,"['0', '7', '8', '1', '10', '38']","[0.0, 0.109375, 0.125, 0.015625, 0.15625, 0.59375]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
743,"On MySpace, girls seek friends, boys flirt","['0', '20', '4', '12', '1', '25']","[0.0, 0.3225806451612903, 0.06451612903225806, 0.1935483870967742, 0.016129032258064516, 0.4032258064516129]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1246,Man gets second chance at space ride,"['0', '0', '6', '55', '0', '20']","[0.0, 0.0, 0.07407407407407407, 0.6790123456790124, 0.0, 0.24691358024691357]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
526,Press sees hope in Mecca talks,"['0', '0', '0', '60', '3', '16']","[0.0, 0.0, 0.0, 0.759493670886076, 0.0379746835443038, 0.20253164556962025]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
506,Sarkozy letter surprises French cartoons hearing,"['0', '0', '0', '0', '0', '53']","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
617,Bebe Neuwirth gets to 'wiggle again',"['5', '0', '0', '43', '0', '24']","[0.06944444444444445, 0.0, 0.0, 0.5972222222222222, 0.0, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
804,Rebels to join Nepal parliament,"['24', '0', '15', '20', '0', '38']","[0.24742268041237114, 0.0, 0.15463917525773196, 0.20618556701030927, 0.0, 0.3917525773195876]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1324,Andromeda involved in galactic collision,"['0', '0', '19', '0', '27', '48']","[0.0, 0.0, 0.20212765957446807, 0.0, 0.2872340425531915, 0.5106382978723404]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
702,Commodities lead Europe higher,"['0', '0', '0', '64', '0', '16']","[0.0, 0.0, 0.0, 0.8, 0.0, 0.2]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
686,'Alpha Dog' misses the point,"['0', '3', '0', '0', '17', '18']","[0.0, 0.07894736842105263, 0.0, 0.0, 0.4473684210526316, 0.47368421052631576]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1221,Sale of Chrysler possible,"['0', '0', '0', '35', '16', '19']","[0.0, 0.0, 0.0, 0.5, 0.22857142857142856, 0.2714285714285714]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1307,Mega-marsupials once roamed Australia,"['0', '0', '2', '7', '4', '52']","[0.0, 0.0, 0.03076923076923077, 0.1076923076923077, 0.06153846153846154, 0.8]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1337,Princess Masako author: No regrets,"['0', '0', '0', '10', '3', '11']","[0.0, 0.0, 0.0, 0.4166666666666667, 0.125, 0.4583333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
785,"No intention of war with Iran, US says","['4', '3', '9', '30', '1', '7']","[0.07407407407407407, 0.05555555555555555, 0.16666666666666666, 0.5555555555555556, 0.018518518518518517, 0.12962962962962962]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
616,Bush adamant on troops to Iraq,"['58', '16', '20', '0', '35', '0']","[0.4496124031007752, 0.12403100775193798, 0.15503875968992248, 0.0, 0.2713178294573643, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
583,Deadly bird flu confirmed in British Turkeys,"['2', '1', '70', '0', '36', '24']","[0.015037593984962405, 0.007518796992481203, 0.5263157894736842, 0.0, 0.2706766917293233, 0.18045112781954886]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
861,'Lost's' Fox: 'I'm a liar and a cheat',"['20', '47', '14', '0', '18', '22']","[0.1652892561983471, 0.3884297520661157, 0.11570247933884298, 0.0, 0.1487603305785124, 0.18181818181818182]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1277,The science of love ... and lust,"['0', '1', '1', '23', '0', '8']","[0.0, 0.030303030303030304, 0.030303030303030304, 0.696969696969697, 0.0, 0.24242424242424243]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
898,Blair: Terror battle will be long,"['22', '0', '62', '0', '34', '0']","[0.1864406779661017, 0.0, 0.5254237288135594, 0.0, 0.288135593220339, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
603,Iran warns will hit back at US if attacked,"['58', '13', '59', '0', '23', '10']","[0.3558282208588957, 0.07975460122699386, 0.3619631901840491, 0.0, 0.1411042944785276, 0.06134969325153374]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1204,Swiss plane crashes at Moscow airport,"['7', '0', '31', '0', '82', '17']","[0.051094890510948905, 0.0, 0.22627737226277372, 0.0, 0.5985401459854015, 0.12408759124087591]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
