article_id,title,comment_counter,comment_text
30965952,"Turkey escapes a military coup, then purges the courts",source1_30965952_2,"there's no way this was a coup, more like false-flag operation"
27353020,"Canada's tolerant, liberal society is Islamic State's worst nightmare",source1_27353020_57,Sorry but Canada is full of intolerant people. We are just like any other Western society. This is no Angel hangout.
31046458,How to select a Supreme Court judge,source1_31046458_13,Aboriginal woman from Quebec ....?
16441339,"Booze, lies and more video: Why is Rob Ford still Mayor of Toronto?",source1_16441339_86,most of the guysi at my pick hockey would say ' so what'. 'Winston Churchill was half in the bag by noon lots of days and he was a real leader' ' they have no business chasing this guy around' that' s the reality of the next election.
31931452,Trump is bringing conspiracy theories into widescreen Technicolor,source1_31931452_49,For what other reason than conspiracy is the evidence of history and science censored under threat of imprisonment?
7888730,"Ease up, stroller warriors, and try a little tenderness",source1_7888730_23,The stroller industry is now getting its blueprints from Hummer/SUV designers.
19512158,A government obsessed with image - 24 Seven,source1_19512158_7,no amount of lipstick can change the substance of this image sensitive harpocrit pig.
9234617,Pensions hit the perfect storm,source1_9234617_30,"Who knew that paying people for FOREVER for NOT WORKING after they retire UNTIL THEY DIE, would be a bad idea!"
8356136,"The agile Mark Carney, on the London stage",source1_8356136_1,"'Senator Patrick Brazeau charged with sexual assault, released on $1,000 bail'============I guess they figure the gold-plated pension means he's not a flight risk."
31220198,Anti-terrorism law: Why the Liberals aren't amending it,source1_31220198_24,"For decades, Mr. Martin's mission has been to (a) sink any party that is not the Liberal Party of Canada, and (b) push the Liberal Party leftward."
23296455,The gaping holes in Obama's Iran deal,source1_23296455_40,America should have permanently ended their conversation with Iran 35 years ago and we would not be in this mess now
23044015,It's true: The rich really are ruder,source1_23044015_9,I find rude people to be universal among social classes. I think some people with low self esteem are rude for a false sense of bravado or a compensatory fa?ade.
15824901,"Canadians, not governments, should make pension decisions",source1_15824901_0,Why not allow Canadians to contribute additional amounts to CPP on an optional basis in order to increase their CPP benefits at retirement? Many people want the relative security of a defined benefit pension the CPP can bring.
28817845,Does the Supreme Court of Canada need more checks and balances?,source1_28817845_13,"With someone like Harper making the picks, checks and balances a necessity. The US system is not foolproof, Clarence Thomas made it through."
31778443,The almost forgotten war in Afghanistan,source1_31778443_3,Maybe after Russia cleans up the Syria debacle they can be asked to look after Afghanistan.
16566918,The rise of 'small ball' politics,source1_16566918_7,"And Doug Ford blaming Toronto's budget crisis on councilors' reckless entilement to iPads and long distance phone calls. Small balls, no vision and a big mouth. What conservative politics has become."
23111908,Death: a nine-point plan for legislators,source1_23111908_14,I hope Mr. Manning keeps to his beliefs at the end of his life a bit longer than his reformers kept to their beliefs on MP pensions.
27934287,The year ahead: What are the odds of that happening in 2016?,source1_27934287_2,"Zero! There is a zero percent chance that this pile of prognostication will resemble accuracy by Dec 31st, 2016. The future always has a curve ball waiting for the pundit at the plate."
11142650,Thomas D'Arcy McGee - the man who saw beyond Confederation,source1_11142650_14,"McGee was for constructive co-existence. Imagine how disappointed he would be with Harper, who preaches the politics of division."
31644670,Canada Post knows it's 2016. Does the Trudeau government?,source1_31644670_35,I'm not sure why 'it's the current year' is a valid reason for anything.
19028879,"Ontario election, part 3: Uncertainty surrounds the Liberal platform",source1_19028879_42,Hudak will enforce a tea party style pledge his cabinet will have to take not to raise taxes under any circumstances. That alone should make him unendorsable.
15796450,Nelson Mandela was a hero who conquered bitterness and hate,source1_15796450_8,Nelson will meet his brother Ghandi tonight.
22082507,Dear John Maguire: Canada has made me a better Muslim,source1_22082507_28,"John McGregor is not only duped, but is allowing others to lead him mindlessly, foolishly, and corruptly. More fool he."
20178757,Justice gets iced at U Ottawa,source1_20178757_34,Allan Rock.....a man with a mind as solid as the Rock of Gibralter !
23620688,Why Omar Khadr deserves bail,source1_23620688_38,"After Guantanamo this chap must have suffered mistreatment to say the least. Now in Canada and still in jail, does anyone believe he would be a good Citizen once released on bail? It looks more like soar grapes to me!"
27616741,"A silly fuss over PM's nannies, a serious issue for families",source1_27616741_29,"I don't care if he has 6 nannies, or a full time acupuncturist on staff. But he should pay for it himself, especially after his campaigning against child benefits for 'wealthy' people."
17164680,Get ready for the 'cinematic preachers of the silver screen',source1_17164680_11,The column gets a B. Not sure what being from Northern Ireland has to do with anything.
26851501,Mulcair's challenge: The morning after the night before,source1_26851501_34,I just hope the NDP won't stand in the way of the necessary process of bringing key members of the former government to trial.
29546310,"Two years in, will Quebec's Liberals succumb to fatigue?",source1_29546310_0,"'Two years in, will Konrad succumb to fatigue?'When media put a question into their headline, you know they have nothing to say."
13708395,Public reaction to political scandal is far from objective,source1_13708395_8,"Excellent column. The Ottawa and Toronto Liberal latte sippers are against Harper, but they will take any and all nonsense from the Dalton Liberals."
29384119,Wait. What happened to the national Portrait Gallery?,source1_29384119_9,Well. I've no idea why the gallery was shuttered but perhaps the fact that no portraits of Reformers were (are) available is one reason?
7373493,Canada right to offer support to Mali - but should have consulted,source1_7373493_6,The NDP is incapable of anything except whining and Faux outrage. The Liberals see nothing outside the aura of their search for the Messiah. Why would the PM consult the opposition? They are irrelevant in this parliament.
11484232,One final push will make polio history,source1_11484232_3,This is another great piece about Canada's hopes for the vaccine summit and our role in polio eradication: blogs.ottawacitizen.com/2013/04/19/the-vaccine-summit-an-opportunity-for-heightened-canadian-leadership/
15792773,Still waiting for those emissions regulations,source1_15792773_29,There is no surprise here since Harper is first the Prime Minister of Alberta and everything else is secondary.
24181049,You call this an auto strategy?,source1_24181049_54,"What I fail to understand is the concept investing in automobiles; they pollute, congest, consume scarce resource, in short are so last century."
26115640,"Drill, Denis, drill: The danger of jackhammer politics",source1_26115640_5,The union is lying. The pensions that have been earned cannot be taken away without their consent or by provincial legislation. Union is misleading the taxpayers of Montreal.
14458543,Hudak's critics silenced - but for how long?,source1_14458543_4,I'm a PC supporter. And I want Hudak gone. And I'm not the only one.....its just a matter of how many elections they want to lose.
12573303,"Are you horny, older women? There'll be a pill for that",source1_12573303_62,"The search for normal ends with the discovery of one's uniqueness. All you Wente bashers out there, you are not normal and I have a pill for that I KNOW YOU ARE OUT THERE!"
15772338,Ottawa's wireless ad is too partisan,source1_15772338_17,Tories would be incensed by $548M in partisan ad spending if they weren?t the ones doing it
30119960,Indigenous children bear brunt of poverty,source1_30119960_7,Meanwhile the Chiefs of these reserves are taking in 6 figure sums for income.
16088703,"In 2014, searching for signs of life in Ottawa",source1_16088703_27,I wonder if the author might just have a touch of political bias? You think maybe?
23462276,Apple Watch: It's the precise opposite of a labour-saving device,source1_23462276_7,Tail wagging the dog
15190539,Ottawa denies its own emissions stats,source1_15190539_13,HarperCons are genetically incapable of telling the truth. Their unique DNA compels them to lie.
17611092,"Harper should offer Ukraine aid, but also hard truths",source1_17611092_28,A detailed explanation of the people who have taken power in the Ukraine. bit.ly/1dIgu4m Not a very nice group.
25420708,A welcome push for native votes,source1_25420708_11,Let's hope your man Steve's Fair Elections Act doesn't get in the way of First Nations and others exercising their vote.
31470771,Students need to think of the world as their classroom,source1_31470771_6,Great idea. Ask the Chinese to pay for it since we're paying through the nose to educate their kids here.
19234762,It's time to demilitarize the West Bank and Gaza,source1_19234762_2,I'll tell you Mr. Baird what it is time for. It is time to pursue a more balanced Middle East policy before you further endanger Canadians here and abroad.
26532020,Would Canada champion an innovator like Ahmed Mohamed?,source1_26532020_31,"What would Canada do ? I would hope they would not praise a kid who took apart a store bought clock and claimed to 'make' it. Hey look mom, I took a few screws off a $10 clock .... aren't I a genius ?"
27047599,Why the teachers' unions rule,source1_27047599_76,"1) Ontario, particularly Toronto does NOT care about debt or debt levels. Did you miss the last federal election where the party promising the most debt won the election? Try as you might to try to make people understand this... they don't care."
26287563,Why Stephen Harper is toast,source1_26287563_25,"Oh Margaret Wente, a Conservative wolf in sheep's clothing, tricking us, using a headline, to attack Justin Trudeau and the Liberals, tut, tut,tut!"
12690458,The inevitable partition of Afghanistan,source1_12690458_1,The only thing western taxpayers care about is our politicians get out of these craphole's and they stop spending.
27474278,"Policy, promises and politics test Canada's refugee resettlement plan",source1_27474278_13,some things take more than 'political will'
27896251,A ban on spanking: Who'd be hurt the most?,source1_27896251_73,Some of the newcomers step off the plane and spank their unruly kid only to realize that this is banned in Canada! Oh woe! Great start.
24036682,Military should call inquiry into death of Sgt. Andrew Doiron,source1_24036682_12,"I suppose if Doiron had been hit by enemy mortar fire and killed, none of us would be asking for an inquiry. War is war. Friendly fire deaths happen. Often. It should be an expected cost of war."
20653401,"Holding the Harper government to account, one written question at a time",source1_20653401_12,"I don't need this guy to tell me what an anti-democratic, unprincipled fraud Harper the zionist is.When this guy also includes human rights abuses in Israel I will take him seriously. Next."
14299220,Making environment a unique feature of B.C. politics,source1_14299220_1,God bless green energy. God bless green debt.
23670062,Is politics broken? Let's vote on it - or not,source1_23670062_1,"Electoral reform, for which I think some form of proportional representation, is the best way to go. Anything else from our politicians is just seen as more political posturing."
15676855,Good riddance to Grosvenor Square: Canada House is our real home,source1_15676855_9,"Don't worry, Mel. Since the High Commission is to be only a base for publicly-paid sales agents and hucksters for the Canadian private sector, the Cons will make sure it looks nice."
31959494,Assembly of First Nations chief urges Liberals to act on funding pledge to First Nations,source1_31959494_4,"One good thing about the Liberals, is their failure to keep promises. The first cheques will be arriving after the next Federal election, if you want to buy that one again."
27550301,Why not a war on global warming?,source1_27550301_30,Lets have a war on global stupidity instead .... because global warming is a farce.
16023053,Law societies must show more courage on Trinity Western application,source1_16023053_17,A fiat that only public institutions have the franchise for law schools would prevent the Obama alma mater from graduating any more Constitutional lecturers.
17168290,A rash of homophobia - and tyranny,source1_17168290_11,"Delusional religious freaks imposing their screwed up dogma on sane people. Man up, face reality."
30238949,"On assisted suicide, is the Trudeau government asking for a fight with the Supreme Court?",source1_30238949_7,Isn't everyone's death 'reasonably foreseeable'?
14690317,Victorian values for the 21st century,source1_14690317_91,This is why the damage done to Canada by Trudeau has been so incalculable .
18735197,Here's why women are irritated about sexism in the newsroom,source1_18735197_38,"'Women in management learn to listen for frequencies that are inaudible to male ears.'Sexist'Can we extrapolate from their experiences? Probably not, because two is a tiny sample size.'That sure didn't stop you."
16795236,"In the Central African Republic, a new kind of violence needs new action",source1_16795236_1,Unfortunately this is not new. The massive killing in Rwanda was done largely with common tools like machetes and hoes. Africans killing Africans on a large scale has been going on for decades.
26458900,Why I dislike Facebook's latest idea: Empathy can't be conveyed with a click,source1_26458900_5,Facebook is so lame.
25812310,"Long election campaign will be about leaders, not money",source1_25812310_43,"Who... who wrote this? Is this a Canadian newspaper? I have to go check the masthead, and I'm half-expecting to see the names Karl Rove, Rupert Murdoch and Sheldon Adelson on there."
25901407,What does it take to get women elected?,source1_25901407_24,"People have to vote for them. Self entitled feminists that advocate affirmative action to violate innocent men's right to equal opportunity. Applied to politics, violate democracy. The 50 percent that act like Trump every day."
30495617,Jeffrey Simpson: Ontario's climate plan is policy on speed,source1_30495617_8,All that lobby money hard at work.
19351914,I finally know where I stand on the 'right to die',source1_19351914_22,"Agree totally with this! I believe you own your life and it is your decision what to do with it. Clearly, we need safeguards to ensure the person knows what he/she is doing but the principle should be to respect the individual's choice."
13103009,"Gary Mason: In B.C. by-election, Clark keeps all her bases covered",source1_13103009_0,The smarmy bitterness coming from the left makes each victory that much sweeter.
14292754,Statscan's data on poverty has become shaky,source1_14292754_0,"Absolutely no need for information when policy is driven by ideology and political expediency. In fact, information gets in the way of policy-making in these circumstances."
16480581,Why the rest of Canada has stopped laughing at Rob Ford,source1_16480581_99,The after-hours antics of Justin Bieber are even more reported around the world than those of Rob Ford. Perhaps Canadians might not be as boring and law-abiding as previously suspected... lol
13777979,Foreign aid as a tool for Canadian development,source1_13777979_4,Interesting piece. We'll see if this matters much to voters in the next election. It will likely be one of the opposition's main focuses. I really don't hear many of the common man making much noise about this right now.
31123134,What do we really think about female politicians?,source1_31123134_5,"It's about merit, not body parts."
31539480,"If you're worried about terrorism, please don't call the fashion police",source1_31539480_21,The burkini is a political statement. The next step is segregated beaches for muslims. The French decided it was time to stop it and I applaud them for that.
13919677,So Trudeau smoked pot. At least he's honest,source1_13919677_83,"It's not like it was crack. The law is illegitimate as it stands, even Chiefs Of Police agree. No harm no foul. Mainstream Canada agrees."
15636708,The inequality we don't talk about,source1_15636708_55,"Then again, there were the ads (one recently I think) that got reported a woman looking for father of her child, conceived after a hookup. And the woman did not even know the name of the father."
16444429,Wedge politics are the PQ's best friend,source1_16444429_11,The cynicism of the PQ is beyond contempt.
17551133,How the PQ's prize candidate became a liability,source1_17551133_16,Handing out the menu before the election was a bit tactless. Chef PKP forgot that you need to get the lobsters into the pot first then you cook them.
18815344,Inactive kids? The solution is child's play,source1_18815344_5,"They are fat, greedy and ambitious Canadians just like their parents. So what is the problem?"
27907227,"If it's not white, I'll have a blue Christmas",source1_27907227_8,"I've lived in Victoria my whole life, and I really don't understand this obsession with having a White Christmas among people from back east. Is it just nostalgia who grew up with White Christmases?"
27947723,Africa's new brooms clean house,source1_27947723_7,"South Africa is currently considered the most corrupt country in Africa, if not in the world. Hope it doesn't have to wait fifty-odd years to get straightened out!"
33275704,"After Brexit and Trump, France starts to think the unthinkable",source2_33275704_13,Country after country is waking up to reality. Better wake up too professor. You and your ilk have sold us out. The people aren't standing for it anymore.
17097813,Did the Liberals forget Quebec?,source1_17097813_7,No! It's Quebec who has forgoten the Liberal party.
19286962,How Gateway stokes a simmering fury among B.C. natives,source1_19286962_0,The vitriol exhibited by many commentators here is shameful. Please try to make your points without resorting to ugly comments directed at our First Nations communities. You can be critical without being hateful. Please.
29152035,A steady hand on the tiller in Alberta's economic storm,source1_29152035_12,Rachel Notley: Grace under pressure
15942224,Canada Post does not have a delivery for you,source1_15942224_17,Ya and most of the stuff delivered is junk mail. Shut them down and save a tree. Oh don't worry privatization is coming next.
22194314,Harper gears up to run against history,source1_22194314_161,I wonder who the liberals will choose as their leader after next years election.
30445664,"Hostage negotiations: There are no simple answers, just harsh dilemmas",source1_30445664_11,"If the Trudeau Canadian government thinks paying ransoms will encourage more kidnappings and the government won't pay ransoms to retrieve hostages from kidnappers, why doesn't the government pass a law to stop everyone from paying ransoms?"
8951706,South Africa should follow India in acting to end violence against women,source1_8951706_2,India has far less rapes and murder per capital than US or Canada. Maybe the US and Canada should follow India?
28420505,"In Quebec, PKP peters out",source1_28420505_2,"Good title...'Peter' peters out. Well as the Yukon would say, gotta get the D."
26341743,"When the votes are in, ball may be in the Governor-General's court",source1_26341743_22,If the LPC ever supports Harper then the LPC is finished for at least a generation.
21347981,Toronto's pop-culture spotlight moment has ended. Thankfully,source1_21347981_10,I would assume that the Canadian army won't be required to clear the snow this winter. Toronto's past mayors have been fun to watch.
18924862,The real reason the French don't get fat,source1_18924862_1,"Bottom line: quality, not quantity. You have an allocated number of calories per day. Spend them wisely, not on garbage, because life is too short!"
24937058,A Proustian take on Harper's 'aspirational' goal,source1_24937058_44,That has got to be the longest paragraph I've ever seen in my life. This guy is a journalist? Maybe the enter key on his keyboard is broken. What a wall of words.
22275323,What drives anti-immigrant sentiment?,source1_22275323_140,"1912 population of Canada: 7,389,000immigrants: 400, 381% of total population: 5.4%2012population of Canada: 34,752,100immigrants: 257, 887% of total population: 0.7%"
17842254,It's Noah meets Twister! The IPCC report goes Hollywood,source1_17842254_7,"They need to cast Al Gore in a speedo, then the public's love affair with Hollywood and the IPCC will be gone forever!!!!"
14759759,McGuinty's capitulation on gas plants is a costly cautionary tale,source1_14759759_10,It's a disgrace and should be illegal to be so irresponsible. I don't understand why he isn't in jail.
28038921,Why are Liberals pretending Ottawa has no say over Saudi arms sale?,source1_28038921_14,Vis a vis the headline - because they're Liberals and they lie.
27056043,Why this Trudeau has the chance to connect with the West,source1_27056043_9,"No, the Trudeau government is all about Ontario, especially Toronto."
31567297,Donald Trump's most pernicious falsehood,source1_31567297_42,Favoring anarchy is policy number one for Trump the cavern man. His populist vision cannot be one of social elevation. Forget ideals to lead our world. Trump would rather feel a total loss of direction preferably. What a piece of crap eh!
22998623,David Carr knew we all make mistakes - and that we all deserve a second chance,source1_22998623_4,' ... there?s a feral desire to punish anyone who?s transgressed some impossibly pristine code of behaviour.' I've long believed that simply not lying is impossible for media people. Nice of Renzetti to express it so overtly.
28441200,Mexico wants a dynamic and integrated North America,source1_28441200_10,"Update, January 31st. El Chapo escapes 'maximum security' prison in Mexico again. Sorry Mexico, please call us again when you are no longer a banana narco republic."
14734376,The slides that came in from Brazil,source1_14734376_6,"'Repot ... Have suggested ... CSEC has provided the government with economic intelligence in trade negotiations. If so, the practice is dubious.' Dubious? Really? That's the best word that leapt to mind?"
33306291,Aleppo will fall - and will transform the war,source2_33306291_2,"This isn't a civil war, but a an invasion of Syria by foreign jihadists supported by the US, Saudis, Israel, Turkey and Qataris. The Syrians gphave a right to defend themselves."
22186511,"As a prison warden, I learned that solitary is no solution",source1_22186511_14,I don't work in the field but it seems to me that if appropriate mental health facilities existed the prison population would be vastly reduced. This would solve a lot of the issues.
26228679,Another small step towards justice for Maher Arar,source1_26228679_4,Of course its all Canada's fault. This fellow should be awarded at least 100 million dollars and be given some kind of official government title.
19764919,Gaza's actors stick to a familiar script,source1_19764919_38,"I am not sure that Israelis don't want Gaza, they might be just holding the present pattern and wait for the last Palestinian to die, then they would make up their mind. It won't be long!"
12747750,The truth about teenagers,source1_12747750_1,"As the father of three teens I must say the greatest health risk is to the parents. I have been prematurely aged by the stress, sleepless nights and conflict."
14541695,They're not bake sales anymore: The revolution in fundraising,source1_14541695_6,"Donor fatigue here. Unless it's a little girl selling cookies I tune out. Please go ask RBC or JP Morgan for money, I've heard they rake in billions every year."
22903210,You don't have to agree with Omar Khadr. But you have to let him speak,source1_22903210_2,"You say that this is Canada. Well, yes, but not the Canada of civil liberties and protection of those who are in need of protection. This is Stephen Harper's Canada: quite a different animal. Sadly!"
6964887,We need to get money out of politics,source1_6964887_5,Political Partys receive Federal funding if they have 5 or more members elected as MPs. Political Partys are not elected and should not receive any Federal funding. Only their members are elected and they are overpaid for their services.
28793901,"Seven premiers have strong disapproval ratings, poll suggests",source1_28793901_29,A number of voters are not well versed in political ideology and vote in people who they absolute hate months after the election. Watch what happens with Baby Trudeau.
29658795,Canada should lead on African drought and hunger,source1_29658795_8,"Rather than help Africans, shouldn't we be tending to our own needy people here in Canada first....especially given the level of deficits being run up by our government. No--we need to get our priorities right."
15239916,"Tories sharpen their wedge issues, eye cuts to public-service pensions",source1_15239916_34,Wedge politics proves these cons are way over their heads and don't deserve our support for pitting one group against another. Very un Canadian...
26793653,"Jeffrey Simpson: It really is all about Harper, pro and con",source1_26793653_13,"Disingenuous to say the election is not about him. The government was reduced to a single opinion, the PMO making every decision, all the way down to selecting individual refugees to accept. It certainly is all about Steve."
26483901,The Atlantic Canada election dynamic can't be ignored,source1_26483901_6,Harper is not even very competitive in Ontario according to Forum(last week) and Ipsos(yesterday) . On both polls Trudeau was 41% and Harper was 31% and 32% respectively.
30626399,"Millennial vs. boomer, stay vs. go: In flailing Britain, there are no easy divides",source1_30626399_12,"Diluting the power of your local MP for the ability to be unemployed in 27 other nations seems a bit short sighted, most of the nations in Europe have unemployment rates for the young ranging between 25 and 50%,Germany and ironically the UK excluded."
25836229,Accountability needed: Why was Justice Russell Brown appointed to the top court?,source1_25836229_13,Mackay allowed himself to become the lapdog of a psychopath. That's quite the legacy.
4527764,Margaret Wente: What I learned at university,source1_4527764_13,I was like a fish out of water at university. Now that I 'get it' I long to go back. Maybe it was Franklin D. Roosevelt who said something to the effect that an education is what's left after you've forgotten the details.
18824390,Ten (annotated) Commandments for the Internet Age,source1_18824390_11,"This is a horrifically lazy attempt at satire. E.g., How do the first 2 'commandments' translate to an admonition against debate?"
13960797,B.C. Greens' new MLA can change landscape of progressive politics,source1_13960797_3,"'I'm Gary Mason, and PAB approves of this message.'"
29839504,Peladeau's personal politics: My children come first,source1_29839504_7,My children come firstCode words for : I am bankruptI have cancerI have a better job offer
31315364,The magical railway lands of Toronto,source1_31315364_12,"Rob Ford, wherever you are, please save us from this insanity! All is forgiven. Please come back!"
21104960,How Lebanon offers a model for a post-IS Middle East,source1_21104960_3,"The resolution of this conflict will be political -after enough people have died.. Perhaps the author who has wide experience in the area. has sketched what the outline of what might follow. And, in the meantime Harper gets to play war leader."
9942689,"Sorry, but Canada was never the No. 1 place to live",source1_9942689_43,"Canada needs to acquire something in a more temperate climate. But then again, everyone above the 49th parallel in Canada would want to move there."
7028178,Rob Ford's case illustrates when ignorance is no excuse,source1_7028178_6,Heh Gee - have you managed to get some pictures of Chief Spence eating? Sneek up behind the tent and try and snap a picture. You were so concerned about Rob Ford and his diet - what about her?
8763489,It's time for women to leap over the boardroom barrier,source1_8763489_0,When women are under-represented it's men's fault. When men are under-represented it's men's fault. We got it.
32825792,No longer impossible: Marine Le Pen can win,source1_32825792_7,The French will decide what is best for them and it is not for anyone else to judge. Long live France and Western culture and values free and without condemnation. No ONE is forced to live or move to a country that they do not like or believe in.
17842254,It's Noah meets Twister! The IPCC report goes Hollywood,source1_17842254_11,"'I?m in Malibu. Do you think I should move to the hills?'Nah, stay there."
26318678,"Even if the Tories lose, they win on key issues",source1_26318678_81,It's just hard for me to believe the NDP won't increase the share of federal government spending.
12108508,"Amid the political morality tales, some serve us with distinction",source1_12108508_10,Has anyone posting driven a side street in Edmonton lately? I think they did pothole patrol with an airplane.
29272632,No easy-squeeze answers in ketchup debate,source1_29272632_13,Here Ontario is going bankrupt and we are arguing over the 'ketchup' industry !There is no hope whatever .....
25993969,"Get your mailbox off my lawn, Canada Post",source1_25993969_13,"The Conservatives are selling the end of home delivery as 'gutting the union'. Like a lot of their decisions, it appears this one wasn't well thought out."
28327334,Kids in care should not be warehoused,source1_28327334_2,BC Liberals are an inept disgrace.
20598068,Obama's IS strategy: Too little far too late,source1_20598068_7,So where did ISIS suddenly appear from with tens of thousands of soldiers and loads of weapons?
16284293,A hard Pope for capitalists to love,source1_16284293_4,If the sole guidepost for these rich capitalists is greed then they have a very meager outlook on life. I would hope no religious leader would fall into their world view.
12870756,U.S. Supreme Court Justice Scalia is on the wrong side of history,source1_12870756_1,"Scalia is a pig. He should have recused himself, knowing what a jealous and hateful disposition he has towards the gay community. History will definitely remember him as a monster."
29799398,Safeguarding our children shouldn't mean parenting the parents,source1_29799398_15,I enjoyed that column.
29294152,"Don't copy America: Canada needs fewer guest workers, more citizens",source1_29294152_14,Intra Company Transfer abuse is rampant. When will this government enforce the existing roles?
12745146,A new Middle East can be seen through the teargas of Istanbul,source1_12745146_0,"This says more about the world leadership, not just the middle east. Change is coming, politician who don't change will be removed, by force likely."
21592219,"Pucker up, young Indians",source1_21592219_3,The world's largest democracy???
12701685,Navy should let veterans wear their uniforms without prior permission,source1_12701685_15,PMO office have a hand in this?
19452095,The Mr. Big investigative technique deserves death,source1_19452095_2,They should go one step more and charge the police involved with perjury or some such crime. I'm sure the prosecutors could come up with something if they really cared.
27165050,"As we remember, let's think about doing more for Canada's veterans",source1_27165050_7,How about bumper stickers warning against supporting our troops GOING overseas.
14323769,The Sushi Smackdown: Battle Kitsilano,source1_14323769_1,Farmed blue-fin tuna from Nova Scotia? Not sure if farming blue-fins is even remotely possible.
28136761,"To cut roots of terrorism, follow the money",source1_28136761_19,following the Saudi terror money would lead us to the Bush family-led Carlyle group and that would just be too much truth for the great unwashed
15246438,"As a populist, Harper is no Chretien",source1_15246438_18,"Harper is a traitor to working and unemployed Canadians, and a religious extremist to boot. He is also extremely sadistic, and so he is incapable of being a populist."
24599918,Have the Tories' electoral changes remade our democracy for the better?,source1_24599918_98,'Have the Tories' electoral changes remade our democracy for the better?'Clearly the answer is yes. When Toronna hates you - you are doing the right thing.
16823409,"With the Charter, Quebec risks closing its mind",source1_16823409_19,Religions are brain washing cults. Ban them now before it is too late.
32787044,"Thanks to Trump, Trudeau's calculus on climate no longer adds up",source2_32787044_29,"PM Butts plan is in tatters, better give little potato some new talking points."
21603242,Do the leather-trousered troubadours know Africa already has a charity Ebola single?,source1_21603242_2,"So, what's your point Elizabeth?"
27165050,"As we remember, let's think about doing more for Canada's veterans",source1_27165050_3,"I don't like the way the military wants to turn Remembrance Day into Armed Forces Day. There's an ad on TV that does exactly this. My uncle died in WW2; I wear a poppy to remember him, not to celebrate the military."
23586171,"The CRTC's channel change: Too little, too late",source1_23586171_13,"This would have been interesting to me around a year ago. At that time, I cut out cable, acquired a digital antenna and haven't looked back. Too little too late indeed."
11739745,And now conservatives are rewriting Pierre Trudeau,source1_11739745_12,Once I moved out west I learned to hate Trudeau. He never spoke for that part of the country.
32171919,"Attacks on aid workers, civilians must stop - now",source1_32171919_7,"War is brutal. Enemies hide between people that want to help, and then all get killed."
25801631,'Toxic' Senate will have to heal itself,source1_25801631_8,"I have no recollection of previous Conservative regimes advocating senate reform. Mulroney used a long forgotten Senate rule to stuff it with an extra half-dozen cronies, toadies and troughers to pass the still detested GST."
24704680,Ontario ombudsman goes rogue. Government smiles,source1_24704680_4,"A musical quote from the rock group Living Color might be appropriate here. Look in my eyes, What do you see? The cult of personality."
22831586,Could we stop the anti-vaxxers if we said measles contains gluten?,source1_22831586_98,I find the reference to gluten obnoxious. Don't throw celiacs under the bus while using sarcasm to get your point across!
14975234,Senators must police the Senate,source1_14975234_17,What a bright ideaSenators must police the Senate and the police must police the police.
8981199,"The Office of Religious Freedom, more Conservative slice and dice",source1_8981199_61,spend enough to buy votes at homenot enough to make a difference abroadthat about sums it up
7015466,Robert Fowler: Why Canada must intervene in Mali,source1_7015466_36,Fowler should have spoken out when Canada and NATO prepared to attack Lybia to enact the overthrow of Ghaddafi. That is what has lead to the mess in Mali.
25311423,Five reasons the TRC chose 'cultural genocide',source1_25311423_8,"I will not be drawn into this kind of hair splitting. TRC documented a great wrong done by Canada. My first step, as a white Canadian, towards owning responsibility is calling it whatever the victims wish."
13702405,Toronto really is superior to Vancouver,source1_13702405_35,Agreed. Toronto is superior to Vancouver in every way.
17022944,Should John Tory buy some milk? He's thinking about it,source1_17022944_4,"funniest thing ever marcus- and I generally am not a fan you certainly captured the essence of the man I worked for him for a few years great guy, great family man, no sense of the common man totally unelectable"
20198306,"Blood, soil, birth tourism and anchor babies",source1_20198306_15,"With the exception of First Nation citizens, this country's population is descendant of anchor babies."
25666787,I am Canadian - but now not as much as I used to be,source1_25666787_101,"That's fine, I'm back every year, just in time for the federal elections."
10601082,Information commissioner right to investigate 'muzzling' of scientists,source1_10601082_30,"I think she is a Harper appointee and if history shows us anything, his appointees are loathe to bit the hand that feeds them - Page excluded of course."
13669172,Tired of waiting for the throne,source1_13669172_4,I'm glad to see that Dr. Foth has not lost his touch.
7590274,Are they new Liberals or New Democrats?,source1_7590274_17,"Then there's the old Lib. remark about NDP-ers being 'Liberals in a hurry'.Well, one guesses we're there now."
27759105,The truth is there. But reconciliation is deeply complicated,source1_27759105_13,What we really need are honest dealers on both sides of the issue. This author certainly does not qualify.
26227041,Parties are losing their sense of identity,source1_26227041_14,"'Parties are losing their sense of identity'Ya, no kidding. The only party with a discernible plan is the Green Party. If you don't like that plan you can vote for Curly, Larry or Moe. And watch another five years of slap-stick."
25002816,Michael Chan: I am a Canadian first and foremost,source1_25002816_69,The Minister doth protest too much. He cannot have his cake and eat it.
13466263,Weiner's libido moves in mysterious ways,source1_13466263_4,"Right now, at this very moment, Weener is probably looking at porn or sexting a minor. And how about that pitiful wife of his!"
27954846,"In 2016, only the good news will be unpredictable",source1_27954846_2,"In 2016 the Laffs will win the Stanley Cup....Oh, no... that's 2106."
13205779,Like a rolling Snowden: no direction home,source1_13205779_8,"Who cares. Did what he reveal come as a surprise to anyone. Get over it if you have nothing to hide or worry about it does not matter who snoops in on your email, call, text, etc, etc. Now go out and enjoy the day! Just saying."
